Product Link,Product Name,Brand,Star Rating,Number of Ratings,Original Price,Offer Price,Best Sellers Rank,output_wattage,asin,item_model_number,min_temperature,wattage,country_of_origin,manufacturer,is_dishwasher_safe,nonstick_coating,model_name,control_method,item_weight,recommended_uses,material,capacity,product_color,product_dimensions,special_feature,bullet_points
https://www.amazon.in/AEXERO-Circulation-Presets-Temperature-Function/dp/B0BJ2DXP1T/ref=sr_1_35?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476020&sprefix=air+fryer%2Caps%2C3150&sr=8-35,"        AEXERO Air Fryer, 1500W, 5.5 L, 360° Hot Air Circulation, Uses 90 % less Oil, LED Touch Screen, 8 Presets Menu, Temperature Control, Timing Function, Memory Function, Recipe Guide (Black)       ",‎AEXERO,3.8,33,"9,999","4,599.00","  #65,806 in Home & Kitchen (See Top 100 in Home & Kitchen)   #30 in Air Fryers   ",Not Available,‎B0BJ2DXP1T,‎AF-1500W-5.5L,Not Available,Not Available,‎China,Not Available,Not Available,‎Yes,Not Available,Not Available,4 kg 220 g,Not Available,‎Plastic,‎5.5 litres,‎Black,‎30D x 34W x 28H Centimeters,Not Available,"['🍗 HEALTHIER FRYING METHOD:The AEXERO Air Fryer utilizes 360° high-speed air circulation technology that allows hot air to heat food quickly. Reduce oil by up to 90% without compromising the flavor of fried foods (compared to deep frying).', '🍰 5.5L LARGE CAPACITY: It has a large capacity of 5.5L and can provide food for 2~8 people. Easily meet your growing family and party needs. Also we are equipped with a recipe book containing 80 recipes, delicious and easy recipes for your everyday meals.', '🥩 TOUCH SCREEN CONTROL PANEL: The AEXERO air fryer has a built-in touch screen, which is very convenient to use. You can see the cooking time and temperature at a glance. Get started quickly with one-touch presets or set temperatures and cooking times for your own recipes. Temperature range: 40°C to 200°C, Timer range: 1 to 30 minutes.', '🦐 8 COOKING PRESET MODES: Including Fries, Shrimp, Barbecue, Cake, Chicken, lamb chops, Fish, Thaw. You can prepare more of your favorite dishes at the touch of a button. Redefine cooking for quick and convenient meals anytime, anywhere. You can also cook whatever you want with our AEXERO air fryer.', ""🐠 DISHWASHER SAFE AND EASY TO CLEAN: Removable food grading non-stick coated baskets are easy to clean. You can put the baskets and pans in the dishwasher to clean. You can also hand wash, BUT DOU'T USE THE STAINLESS STEEL SCRUBBER FOR NONSTICK PANS."", '💌 1 YEAR WARRANTY & USER MANUAL: AEXERO Air Fryer provide 1 year warranty and consult service.']"
https://www.amazon.in/KENT-1300W-Classic-Fryer-Black/dp/B09G75BMW4/ref=sr_1_10?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476002&sprefix=air+fryer%2Caps%2C3150&sr=8-10,"        KENT 16096 Classic Hot Air Fryer 4L 1300 W | 80% Less Oil | Instant Electric Air Fryer | Auto Cut Off | Fry, Grill, Roast, Steam, and Bake | 1 Year Warranty | Black       ",‎KENT,3.8,764,"8,000","4,444.00","  #3,005 in Home & Kitchen (See Top 100 in Home & Kitchen)   #7 in Air Fryers   ",‎1300 Watts,‎B09G75BMW4,‎16096,Not Available,Not Available,‎China,‎ARCTURUS,Not Available,Not Available,Not Available,Not Available,‎4000 Grams,"‎Roast, Bake, Steam",‎Stainless Steel,‎4 litres,‎black,‎26D x 35W x 31H Centimeters,‎Temperature Control,"['Fry, Grill, Roast, Steam, and Bake your favorite snacks with KENT Classic Hot Air Fryer', 'The appliance uses up to 80% less oil and offers the similar taste as of deep-frying', 'Comes with easy-to-use temperature control knob to adjust temperature from 0Ëš to 200Ëš', 'Large capacity of 4L per batch makes it perfect to serve 3-4 people at a time', 'Its rapid heating makes cooking faster and vapor steam ensures your food is crispy outside and tender inside', 'Its 30-minutes timer with auto cut off shuts down the appliance once the process is done', 'Suitable for gifting on Diwali and other special occasions.']"
https://www.amazon.in/FEELING-MALL-Air-Fryer-Temperature/dp/B09M3ZCZGP/ref=sr_1_153?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476043&sprefix=air+fryer%2Caps%2C3150&sr=8-153,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,[]
https://www.amazon.in/Inalsa-Fryer-Inox-1200W-Heating-Indicator/dp/B091VNN9DX/ref=sr_1_51?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476024&sprefix=air+fryer%2Caps%2C3150&sr=8-51,"        INALSA Air Fryer 2.5 L Inox-1200W with Power & Heating Light Indicator And 30min Timer with Bell Ring|Free Recipe book, 2 Year Warranty(Black)       ",Not Available,3.8,49,"6,995","4,169.00",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"['Healthy Frying: Inox Air Fryer uses the rapid air technology to cook healthy-low fat versions of your favorite foods, using little to no oil. 99% Oil less than traditional frying methods ; Power Consumption: 1200W; Power Requirement: 220V ; Specially design cooking pan for better cooking result Frying material steel and 3 minutes timer with Bell Ring.', 'Fast-Heating and Adjustable Temperature Control -- With 1200 W of power, this air fryer heats up in 2-3 minutes and cooks food faster than a conventional oven so you can save money at the same time as cutting down the calories', 'Intelligent Knob & Easy To Use: Rotate the knob to adjust timer & temp according to your cooking needs. Let the knobs take care of your dishes. This air fryer is not just limited to chips; you can cook-up casseroles, curries, beef , chicken breasts, sausages and even desserts', 'Family Size Basket – This large 2.5 L capacity air-fryer serves the whole family. It makes your cooking effortless and is suitable for every occasion', 'Dishwaher Safe & Easy To Clean- Non-stick coated fry basket is detachable and very easy', '2 YEAR WARRANTY by the manufacturer from the date of purchase']"
https://www.amazon.in/Qunan-Fryer-Electric-Nonsti-Control/dp/B0BFWCPXC3/ref=sr_1_79?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476027&sprefix=air+fryer%2Caps%2C3150&sr=8-79,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,[]
https://www.amazon.in/Copper-Oven-Air-Fryer-Turn/dp/B074Q4RMBM/ref=sr_1_126?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476037&sprefix=air+fryer%2Caps%2C3150&sr=8-126,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,[]
https://www.amazon.in/NutriChef-Digital-Perfect-Settings-PKAIRFR54/dp/B01LN57G6Q/ref=sr_1_148?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476043&sprefix=air+fryer%2Caps%2C3150&sr=8-148,"        Nutrichef 3.7 Qt 8 In 1 Digital Air Fryer With Built In Timer Settings, Black       ",‎Nutrichef,4.6,565,"37,669","26,363.00",Not Available,‎1400 Watts,‎B01LN57G6Q,‎PKAIRFR54,Not Available,Not Available,‎USA,‎Sound Around Inc.,Not Available,‎Yes,Not Available,‎Touch,‎9.8 Pounds,Not Available,‎Stainless Steel,‎3.5 litres,‎Black,Not Available,‎Programmable,"['Capacity: 3.7 Qt| Color Name: Black', 'Key Benefits: Programmable', 'Cooking Capabilities: Cooks Scrumptious Crispy Skins, Potato French Fries, Chicken, Steak, Fish & More Recipes']"
https://www.amazon.in/Inalsa-Fryer-Light-1400-Watt-Technology/dp/B07GXQQP2Z/ref=sr_1_11?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476002&sprefix=air+fryer%2Caps%2C3150&sr=8-11,"        INALSA Air Fryer Fry-Light-1400W with 4.2L Cooking Pan Capacity, Timer Selection and Fully Adjustable Temperature Control|Free Recipe book|2 Year Warranty (Black/Silver)       ",Not Available,3.8,"3,240","8,895","4,899.00",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"['Fulfil Instant Cravings, with 1400w of power, this air fryer heats up in 2-3 minutes and cooks food faster than a conventional oven so you can save money at the same time as cutting down the calories', 'Quick Release Button: Pressing the release button allows you to detach your basket from the air-fryer for easy cleaning and quick serving purpose', 'Intelligent Knob and Easy To Use: Rotate the knob to adjust timer and temp according to your cooking needs. Let the knobs take care of your dishes, this air fryer is not just limited to chips; you can cook-up casseroles, curries, beef, chicken breasts, sausages and even desserts', 'Family Size Basket with 2.9 L Food Basket and 4.2 L Cooking Pan capacity, this air-fryer serves the whole family, It makes your cooking effortless and is suitable for every occasion', 'Safety mechanism: For your safety, this appliance automatically switches off itself on basket removal. Over-heat protection has also been provided to protect against sudden overloads', 'Dishwasher Safe and Easy To Clean- Detachable Food Graded Non-Stick coated basket is dishwasher safe, easy to clean, you just need to clean the basket and the pan by putting it into the dish washer, release your hands and safe your time', 'Suitable for gifting on Diwali and other special occasions.']"
https://www.amazon.in/Intelligent-Electric-Machine-Non-Stick-Apartments/dp/B09PBV2C7J/ref=sr_1_174?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476046&sprefix=air+fryer%2Caps%2C3150&sr=8-174,"        6L Intelligent Air Fryer, Electric Food Fryer Oven Electric Frying Machine with LCD Touch Screen Non-Stick Fry Basket Digital Hot Oven Cooker for Kitchen/Small Apartments/Dorm Rooms, 2400W 220V(#1)       ",Not Available,4.4,Not Available,Not Available,"12,163.00",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,['Warranty not applicable for this product']
https://www.amazon.in/AGARO-Circulation-Variable-Temperature-Stainless/dp/B0BMPSHW9Q/ref=sr_1_45?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476020&sprefix=air+fryer%2Caps%2C3150&sr=8-45,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,[]
https://www.amazon.in/Renewed-Havells-Prolife-Grande-Technology/dp/B09X9S46YX/ref=sr_1_183?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476049&sprefix=air+fryer%2Caps%2C3150&sr=8-183,"        (Renewed) Havells Prolife Grande Air Fryer with Aero Crisp Technology 1700 Watts (Black), 5 Liters Visit the Havells Store       ",Not Available,3.8,Not Available,"8,298.00","8,298.00",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"['Digital touch control panel', '10 Auto preset options to cook', 'Auto shutt off upto 60 minutes of timer automatically shutt off for precise cooking', 'Upto 200° C Temperature Control', '6.5 Litre Pan capacity and 5 Litre Food basket capacity']"
https://www.amazon.in/Philips-HD9216-43-Fryer-Retractable/dp/B08B3M4GMX/ref=sr_1_14?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476002&sprefix=air+fryer%2Caps%2C3150&sr=8-14,"        PHILIPS Air Fryer - India’s No.1 Air Fryer Brand, With Rapid Air Technology, Uses up to 90% less fat, 1425W, 4.1 Liter, (Grey) (HD9216/43)       ",‎PHILIPS,4,332,"9,995","6,563.00","  #6,982 in Home & Kitchen (See Top 100 in Home & Kitchen)   #12 in Air Fryers   ",Not Available,‎B08B3M4GMX,‎HD9216/43,‎40 Degrees Fahrenheit,Not Available,‎China,‎Philips,Not Available,‎Yes,‎HD9216/43,‎App,‎8.56 Kilograms,"‎Roast, Bake",‎Plastic,‎2 litres,‎Grey,‎28.7D x 31.5W x 38.4H Centimeters,‎manual,"['Philips is India’s No.1 Airfryer brand (Source: Euromonitor International Limited; Consumer Appliances 2021ED)', 'PHILIPS Air Fryer HD9216/43 uses up to 80% less fat, Air Fry, Roast, Bake, Grill, Reheat, 1400W, with dishwasher safe 4.1 Liter basket, Patented Rapid Air Technology, Starfish design, 360 °even frying, Black', 'GUILT-FREE FOOD WITH 90% LESS OIL: With PATENTED RAPID AIR TECHNOLOGY Philips Air Fryer delivers all the crunch and tenderness of deep-frying with 90% less oil.', 'TECHNOLOGY: Patented Rapid Air technology with unique starfish design pan ensures evenly fried results without flipping the food.; SMART ALL-IN-1 FUNCTIONALITY: Fry. Bake. Grill. Roast. And even reheat!', 'EASE OF USE: Extra-long 1.8 m cord length for easy placement in your kitchen. 30 minutes timer with auto off. Wide temperature control from 80°C to 200 °C.', 'NUTRIU APP: Get 200+ Indian and global recipes and some from celebrity Chef Ranveer Brar by downloading free NutriU App (IOS & Android).', 'RECIPES MADE EASY: Make paneer or chicken tikka, pizza, grilled vegetables, Samosas, Kabab/Cutlet, Chicken Nuggets, Cakes/muffins and much more at touch of a button.']"
https://www.amazon.in/Nutricook-Tempered-Airfryer-Programs-function/dp/B0BSR25N6Z/ref=sr_1_56?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476024&sprefix=air+fryer%2Caps%2C3150&sr=8-56,"        Nutricook Air Fryer Mini, 1500 Watts, Digital Display, Tempered Glass Control Panel, Airfryer with 8 Preset Programs with built-in Preheat function, 3.3 Liters, Black       ",Not Available,4.3,Not Available,"11,999","5,999.00",Not Available,Not Available,‎B0BSR25N6Z,‎NC-AFM033BIN,Not Available,Not Available,‎China,Not Available,Not Available,Not Available,Not Available,Not Available,4 kg 520 g,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,['Mini but mighty. The Air Fryer Mini makes food with less fat than traditional deep frying while maintaining the same delicious fried flavor.']
